0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Tales from the Hood,1995,R,24 May 1995,98 min,"Crime, Drama, Horror",Rusty Cundieff,"Rusty Cundieff, Darin Scott","Clarence Williams III, Corbin Bernsen, Joe Torry",A funeral director tells four strange tales of horror with an African American focus to three drug dealers he traps in his place of business.,English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BNjE3YmQ4ZjMtYTQwNC00NzcxLThkOGUtZTNhMzJhZDg2MGEyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}]",N/A,6.5,"10,008",tt0114609,movie,N/A,"$11,837,928",N/A,N/A,True
The Last King of Scotland,2006,R,19 Jan 2007,123 min,"Biography, Drama, History",Kevin Macdonald,"Peter Morgan, Jeremy Brock, Giles Foden","James McAvoy, Forest Whitaker, Gillian Anderson",Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970s.,"English, French, German, Swahili","United Kingdom, Germany, United States",Won 1 Oscar. 49 wins & 32 nominations total,https://m.media-amazon.com/images/M/MV5BZDg4NjA0YzctNWMzMi00NmY1LTkyMGYtZjI4ZjFmZjMzMGE0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.6,"201,136",tt0455590,movie,N/A,"$17,606,684",N/A,N/A,True
Halloween 5: The Revenge of Michael Myers,1989,R,13 Oct 1989,96 min,"Horror, Thriller",Dominique Othenin-Girard,"John Carpenter, Debra Hill, Michael Jacobs","Donald Pleasence, Danielle Harris, Ellie Cornell","One year after the events of Halloween 4: The Return of Michael Myers (1988), the Shape returns to Haddonfield once again in an attempt to kill his now-mute niece.",English,United States,1 win,https://m.media-amazon.com/images/M/MV5BMTI2MWRkMzUtNGI2OC00MzA1LTkwMjEtZGRkOTk3ZjU1MjIxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",28,4.9,"48,766",tt0097474,movie,N/A,"$11,642,254",N/A,N/A,True
Bernie,2011,PG-13,22 Jun 2012,104 min,"Biography, Comedy, Crime",Richard Linklater,"Skip Hollandsworth, Richard Linklater","Jack Black, Shirley MacLaine, Matthew McConaughey","In small-town Texas, an affable mortician strikes up a friendship with a wealthy widow, though when she starts to become controlling, he goes to great lengths to separate himself from her grasp.",English,United States,10 wins & 19 nominations total,https://m.media-amazon.com/images/M/MV5BMTk2NDEwODU5M15BMl5BanBnXkFtZTcwNDMwNzc0Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,6.8,"65,561",tt1704573,movie,N/A,"$9,206,470",N/A,N/A,True
Dolphins and Whales 3D: Tribes of the Ocean,2008,N/A,10 Jun 2009,42 min,"Documentary, Short, Adventure",Jean-Jacques Mantello,"Jon Michael Johnson, Elisabeth Mantello","Daryl Hannah, Charlotte Rampling","This documentary goes to coral reefs of the Bahamas and the waters of the Kingdom of Tonga for a close encounter with the surviving tribes of the ocean: wild dolphins and belugas, the love of a Humpback mother for her newborn calf...",English,"United Kingdom, Bahamas",N/A,https://m.media-amazon.com/images/M/MV5BMTIyMjIyMTI5NV5BMl5BanBnXkFtZTcwMDgyMzc1MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,288,tt0996382,movie,N/A,"$7,714,996",N/A,N/A,True
Pollock,2000,R,23 Mar 2001,122 min,"Biography, Drama",Ed Harris,"Steven Naifeh, Gregory White Smith, Barbara Turner","Ed Harris, Marcia Gay Harden, Robert Knott","A film about the life and career of the American painter, Jackson Pollock.",English,United States,Won 1 Oscar. 3 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BZTYzOGRiNTItNWNjYi00MjQ4LTgzMWEtMGMwYWM3YjA3YTRjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,7.0,"30,008",tt0183659,movie,N/A,"$8,598,593",N/A,N/A,True
200 Cigarettes,1999,R,26 Feb 1999,101 min,"Comedy, Drama, Romance",Risa Bramon Garcia,Shana Larsen,"Ben Affleck, Casey Affleck, Dave Chappelle","A collection of twentysomethings try to cope with relationships, loneliness, desire and their individual neuroses.",English,United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BMGE5MTc4NTQtNDA2Ni00NzU3LWIxM2ItNzI4NjBhNGQxZGFhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35,6.0,"16,773",tt0137338,movie,N/A,"$6,852,450",N/A,N/A,True
The Words,2012,PG-13,07 Sep 2012,102 min,"Drama, Mystery, Romance","Brian Klugman, Lee Sternthal","Brian Klugman, Lee Sternthal","Bradley Cooper, Dennis Quaid, Olivia Wilde",A writer at the peak of his literary success discovers the steep price he must pay for stealing another man's work.,"English, French",United States,1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMTM2NjgyMjI3OV5BMl5BanBnXkFtZTcwMDkxMjIyOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,7.0,"82,541",tt1840417,movie,N/A,"$11,494,838",N/A,N/A,True
Casa de mi Padre,2012,R,11 May 2012,84 min,"Comedy, Western",Matt Piedmont,"Harper Steele, Eva Maria Peters","Will Ferrell, Gael García Bernal, Diego Luna","Scheming to save their father's ranch, the Alvarez brothers find themselves in a war with Mexico's most feared drug lord.","Spanish, English","United States, Mexico",3 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BMWIxMWI1ZWMtN2UyMS00Nzc2LWE2NzktMzBiM2Y3ZGM2OWFjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,5.5,"21,750",tt1702425,movie,N/A,"$5,909,483",N/A,N/A,True
City Island,2009,PG-13,30 Apr 2010,104 min,"Comedy, Drama",Raymond De Felitta,Raymond De Felitta,"Andy Garcia, Julianna Margulies, Steven Strait","Prison guard Vince tells Molly from acting class, that one inmate is his 24 y.o. love child. Vince takes him home to stay with his family - straight A son with fat girl fetish, college dropout/stripper daughter and cute wife.",English,United States,3 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMTM1MTY2Mjk0Nl5BMl5BanBnXkFtZTcwMDYxODkxMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,7.3,"32,985",tt1174730,movie,N/A,"$6,671,036",N/A,N/A,True
The Guard,2011,R,07 Jul 2011,96 min,"Comedy, Crime, Thriller",John Michael McDonagh,John Michael McDonagh,"Brendan Gleeson, Don Cheadle, Mark Strong",An unorthodox Irish policeman with a confrontational personality is partnered with an uptight F.B.I. agent to investigate an international drug-smuggling ring.,"English, Irish Gaelic","United Kingdom, Ireland, United States",Nominated for 1 BAFTA Award17 wins & 29 nominations total,https://m.media-amazon.com/images/M/MV5BMTgxNTIwOTk5OV5BMl5BanBnXkFtZTcwMDA5Njk2NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,7.3,"97,364",tt1540133,movie,N/A,"$5,360,274",N/A,N/A,True
The Sex Lives of College Girls,2021–2025,TV-MA,18 Nov 2021,N/A,Comedy,N/A,"Mindy Kaling, Justin Noble","Pauline Chalamet, Amrit Kaur, Alyah Chanelle Scott","Four 18-year-old freshman roommates at Essex College in Vermont. A bundle of contradictions and hormones, these sexually active college girls are equal parts lovable and infuriating.",English,United States,3 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BNDE0MWJhZmQtMTZkMC00ODU0LWI5NDItY2NmMTFiMDRmMTc4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,"32,799",tt11212276,series,3,True,,,
The Virgin Suicides,1999,R,19 May 2000,97 min,"Drama, Romance",Sofia Coppola,"Jeffrey Eugenides, Sofia Coppola","Kirsten Dunst, Josh Hartnett, James Woods","A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents in suburban Detroit in the mid 1970s.",English,United States,3 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BMmNhYTE5MjQtMzI2Ny00MDRhLWE4ZjAtYTg0YjNhNjZmMTVlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,7.2,"178,207",tt0159097,movie,N/A,"$4,906,229",N/A,N/A,True
Little Voice,1998,R,04 Dec 1998,97 min,"Comedy, Drama, Music",Mark Herman,"Jim Cartwright, Mark Herman","Brenda Blethyn, Jane Horrocks, Michael Caine","A shy reclusive lady is convinced by an invisible entity to sing. Subsequently, she finds herself noticed by a sleazy talent agent and her talent being showcased on-stage. She also meets a kind but nervous man who becomes her best...",English,United Kingdom,Nominated for 1 Oscar. 2 wins & 30 nominations total,https://m.media-amazon.com/images/M/MV5BY2QzZmMwZjYtOGQzNi00MzMwLWFiOTQtMDE4MWJiYzA4MjU2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.0,"17,415",tt0147004,movie,N/A,"$4,611,784",N/A,N/A,True
Miss March,2009,R,13 Mar 2009,90 min,"Comedy, Romance","Zach Cregger, Trevor Moore","Zach Cregger, Trevor Moore, Dennis Haggerty","Zach Cregger, Trevor Moore, Raquel Alessi","Awakening from a 4-year coma, a young man finds out that his former high school sweetheart is now a Playboy centerfold model. With his friend in tow, he embarks on a cross-county road trip to the Playboy Mansion in order to win he...","English, Portuguese",United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BMTY0MDg5NzY1N15BMl5BanBnXkFtZTcwMDYyNjUyMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '5%'}, {'Source': 'Metacritic', 'Value': '7/100'}]",7,5.0,"22,570",tt1151922,movie,N/A,"$4,543,320",N/A,N/A,True
Wish I Was Here,2014,R,25 Jul 2014,106 min,"Comedy, Drama",Zach Braff,"Adam J. Braff, Zach Braff","Zach Braff, Joey King, Pierce Gagnon","A struggling actor, father and husband finds himself at a major crossroads, which forces him to examine his life, his family and his career.",English,United States,6 nominations total,https://m.media-amazon.com/images/M/MV5BMjI1MTM5NTY2Nl5BMl5BanBnXkFtZTgwODE4OTk4MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.6,"39,347",tt2870708,movie,N/A,"$3,591,299",N/A,N/A,True
Simply Irresistible,1999,PG-13,05 Feb 1999,96 min,"Comedy, Drama, Fantasy",Mark Tarlov,Judith Roberts,"Sarah Michelle Gellar, Sean Patrick Flanery, Patricia Clarkson","A magical crab works wonders for a terrible chef's culinary skills, leading her towards the man of her dreams.","English, French","Germany, United States",N/A,https://m.media-amazon.com/images/M/MV5BNGE5ODljNWEtOTI1YS00NTk0LWEwYWMtNjdlYWFiY2VlYWM4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",27,5.2,"15,114",tt0145893,movie,N/A,"$4,398,989",N/A,N/A,True
Veronica Mars,2004–2019,TV-14,22 Sep 2004,2 min,"Crime, Drama, Mystery",N/A,Rob Thomas,"Kristen Bell, Jason Dohring, Enrico Colantoni","After her best friend is murdered, and her father is removed as county sheriff, Veronica Mars dedicates her life to cracking the toughest mysteries in the affluent town of Neptune.",English,United States,6 wins & 20 nominations total,https://m.media-amazon.com/images/M/MV5BYjYyODQ3OTktM2IyMC00ZDk4LWIzMjYtZjczN2FkZGRhMDYwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}]",N/A,8.3,"80,383",tt0412253,series,4,True,,,
Hedwig and the Angry Inch,2001,R,31 Aug 2001,95 min,"Comedy, Drama, Music",John Cameron Mitchell,"John Cameron Mitchell, Stephen Trask","John Cameron Mitchell, Miriam Shor, Stephen Trask",A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,"English, German","Canada, United States",28 wins & 33 nominations total,https://m.media-amazon.com/images/M/MV5BN2Q4MGJmYTgtNDhiMS00MTcwLTlhZjgtN2U5NWUyYzFiMWRmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,7.7,"38,305",tt0248845,movie,N/A,"$3,082,286",N/A,N/A,True
Only the Strong,1993,PG-13,27 Aug 1993,99 min,"Action, Drama",Sheldon Lettich,"Sheldon Lettich, Luis Esteban","Mark Dacascos, Stacey Travis, Geoffrey Lewis",Former Special Forces soldier Louis Stevens returns to Miami to find his old high school invaded by drugs and violence.,"English, Portuguese","France, United States",N/A,https://m.media-amazon.com/images/M/MV5BZWQ3NzljNmUtNjc2MC00ZjEyLTlhNzktYzVhNGIxZmEzZGYwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}]",N/A,6.5,"7,126",tt0107750,movie,N/A,"$3,283,371",N/A,N/A,True
Goddess of Love,2015,N/A,05 Oct 2017,93 min,"Drama, Horror, Mystery",Jon Knautz,"Alexis Kendra, Jon Knautz","Alexis Kendra, Woody Naismith, Elizabeth Sandy",A mentally unstable woman begins a volatile descent into madness when she suspects her lover has left her for another woman.,English,"United States, Canada",1 win,https://m.media-amazon.com/images/M/MV5BODQxMDUyMDY3Nl5BMl5BanBnXkFtZTgwODMzNjIzNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",N/A,5.2,"1,533",tt3432552,movie,N/A,N/A,N/A,N/A,True
Shattered Glass,2003,PG-13,26 Nov 2003,94 min,"Drama, History",Billy Ray,"Buzz Bissinger, Billy Ray","Hayden Christensen, Chloë Sevigny, Steve Zahn",The story of a young journalist who fell from grace when it was discovered he fabricated over half of his articles from the publication The New Republic magazine.,English,"United States, Canada",11 wins & 28 nominations total,https://m.media-amazon.com/images/M/MV5BMjExNDI2OTc2MF5BMl5BanBnXkFtZTYwOTA5MjM3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.1,"38,475",tt0323944,movie,N/A,"$2,220,008",N/A,N/A,True
Novocaine,2025,R,14 Mar 2025,110 min,"Action, Comedy, Thriller","Dan Berk, Robert Olsen",Lars Jacobson,"Jack Quaid, Amber Midthunder, Ray Nicholson","When the girl of his dreams is kidnapped, a man incapable of feeling physical pain turns his rare condition into an unexpected advantage in the fight to rescue her.",English,"United States, Canada, South Africa",N/A,https://m.media-amazon.com/images/M/MV5BMWU4MmUxODktMWUwYy00YzM0LTg1ZmItNzVlMTZhOWVlNWFjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.6,"24,522",tt29603959,movie,N/A,"$19,861,854",N/A,N/A,True
The Business of Strangers,2001,R,21 Dec 2001,84 min,"Drama, Thriller",Patrick Stettner,Patrick Stettner,"Stockard Channing, Julia Stiles, Frederick Weller",Two businesswomen bond and reveal their inner natures while getting carried away on a revenge attack against an accused rapist.,English,United States,4 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BODc3ODcwMTc1MV5BMl5BanBnXkFtZTcwMDQ1OTEzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,6.3,"3,849",tt0270259,movie,N/A,"$1,030,920",N/A,N/A,True
The Wild Bunch,1969,R,19 Jun 1969,135 min,"Action, Adventure, Drama",Sam Peckinpah,"Walon Green, Sam Peckinpah, Roy N. Sickner","William Holden, Ernest Borgnine, Robert Ryan","An aging group of outlaws in 1913 Texas look for one last big score, selling stolen Army rifles to a rogue Mexican general during that country's revolution, as the traditional American West is disappearing around them.","English, Spanish, German",United States,Nominated for 2 Oscars. 6 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BNmFlMWJlMDEtNjFlNC00YjQ1LWI1ZTYtZDZkNDY0N2RiMDA3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '98/100'}]",98,7.9,"92,113",tt0065214,movie,N/A,"$638,641",N/A,N/A,True
The Wackness,2008,R,01 Aug 2008,99 min,"Comedy, Drama, Romance",Jonathan Levine,Jonathan Levine,"Josh Peck, Ben Kingsley, Olivia Thirlby","It's the summer of 1994, and the streets of New York are pulsing with hip-hop. Set against this backdrop, a lonely teenager named Luke Shapiro spends his last summer before university selling marijuana throughout New York City, tr...",English,"United Kingdom, United States",4 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BOTkwNDkzMDI1Ml5BMl5BanBnXkFtZTcwMTc1OTA3MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.9,"31,415",tt1082886,movie,N/A,"$2,077,116",N/A,N/A,True
The Great Train Robbery,1903,TV-G,07 Dec 1903,11 min,"Short, Action, Adventure",Edwin S. Porter,"Scott Marble, Edwin S. Porter","Gilbert M. 'Broncho Billy' Anderson, A.C. Abadie, George Barnes","A group of bandits stage a brazen train hold-up, only to find a determined posse hot on their heels.",English,United States,1 win,https://m.media-amazon.com/images/M/MV5BOWUwMWMxZjEtNTMzNy00NDc4LWEyNjktYzRjZjQ4MGI4ZDZhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.3,"21,493",tt0000439,movie,N/A,N/A,N/A,N/A,True
Morvern Callar,2002,R,01 Nov 2002,97 min,Drama,Lynne Ramsay,"Lynne Ramsay, Liana Dognini, Alan Warner","Samantha Morton, Kathleen McDermott, Linda McGuire","After her beloved boyfriend's suicide, a mourning supermarket worker and her best friend hit the road in Scotland, but find that grief is something that you can't run away from forever.","English, Spanish","United Kingdom, Canada",10 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BODg5MGQyMmEtYTQzMy00ZGY2LWI4MGItNmE4NmY2YjllMDcxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,6.8,"11,505",tt0300214,movie,N/A,"$267,907",N/A,N/A,True
Beastmaster 2: Through the Portal of Time,1991,PG-13,30 Aug 1991,107 min,"Action, Adventure, Fantasy",Sylvio Tabet,"Andre Norton, Paul Pepperman, Don Coscarelli","Marc Singer, Kari Wuhrer, Sarah Douglas","Dar is a warrior who can talk to the beasts. He is forced to travel to Earth to stop his evil brother from stealing an atomic bomb and turning their native land from a desert into, well - a desert.",English,"United States, France",N/A,https://m.media-amazon.com/images/M/MV5BOWIyNWQxMDYtYzllZC00NGQ0LTkyZjItZWJlZTg4YTdiNjBhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}]",N/A,4.1,"3,665",tt0101412,movie,N/A,"$869,325",N/A,N/A,True
The 5th Quarter,2010,PG-13,25 Mar 2011,101 min,"Biography, Drama, Sport",Rick Bieber,Rick Bieber,"Ryan Merriman, Andie MacDowell, Aidan Quinn","Driven by the tragic and fatal car crash that took the life of his fifteen year old brother Luke, and wearing Luke's number 5 jersey, Jon Abbate helps to lead the Wake Forest Demon Deacons to the most successful season in school h...",English,United States,5 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMjE5NDUyNTQ0NF5BMl5BanBnXkFtZTcwMzQzMjM4NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",N/A,5.6,"1,724",tt1130964,movie,N/A,"$408,159",N/A,N/A,True
The Flower of Evil,2003,R,19 Feb 2003,104 min,"Drama, Thriller",Claude Chabrol,"Caroline Eliacheff, Louise L. Lambrichs, Claude Chabrol","Nathalie Baye, Benoît Magimel, Suzanne Flon","Three generations of a wealthy Bordeaux family are caught in the crossfire when Anne decides to run for mayor, thanks to a political pamphlet that revives an old murder scandal.",French,France,2 nominations total,https://m.media-amazon.com/images/M/MV5BNjRmMzJjMTItNzE3Yi00YzBiLTljYTYtNWUyZTE2MGQxYTgzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,6.4,"3,641",tt0322289,movie,N/A,"$182,163",N/A,N/A,True
The Greatest Showman,2017,PG,20 Dec 2017,105 min,"Biography, Drama, Musical",Michael Gracey,"Jenny Bicks, Bill Condon","Hugh Jackman, Michelle Williams, Zac Efron",Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.,English,"United States, China",Nominated for 1 Oscar. 17 wins & 32 nominations total,https://m.media-amazon.com/images/M/MV5BMjI1NDYzNzY2Ml5BMl5BanBnXkFtZTgwODQwODczNTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,7.5,"330,699",tt1485796,movie,N/A,"$174,340,174",N/A,N/A,True
Snow Flower and the Secret Fan,2011,PG-13,24 Jun 2011,120 min,"Drama, History",Wayne Wang,"Angela Workman, Ron Bass, Michael Ray","Bingbing Li, Jun Ji-hyun, Vivian Wu",A story set in nineteenth-century China and focusing on the life-long friendship between two girls who develop their own secret code as a way to contend with the rigid social norms imposed on women.,"English, Mandarin","China, United States",3 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTU2NzEzNTYzNl5BMl5BanBnXkFtZTcwOTU4MTA3NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.1,"4,073",tt1541995,movie,N/A,"$1,348,205",N/A,N/A,True
Come Early Morning,2006,R,31 Aug 2007,97 min,"Drama, Romance",Joey Lauren Adams,Joey Lauren Adams,"Ashley Judd, Jeffrey Donovan, Tim Blake Nelson","A thirty-something southern woman searches for love, despite the burdens she carries with her.",English,United States,2 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMjEzMDc0NjI5Nl5BMl5BanBnXkFtZTcwOTExMjA0MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.2,"2,816",tt0457308,movie,N/A,"$119,452",N/A,N/A,True
Lucky Break,2001,PG-13,19 Apr 2002,108 min,"Comedy, Crime, Romance",Peter Cattaneo,"Ronan Bennett, Stephen Fry","Ron Cook, Frank Harper, James Nesbitt","Under the leadership of a small-time bank robber, British inmates hatch a plan to escape by staging a musical.",English,"United Kingdom, Germany, United States",4 nominations,https://m.media-amazon.com/images/M/MV5BMGRiMzFjNjctYzkzMC00ZmNjLTk4MDktZDI4ODk1YTk3ODg5XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.2,"2,292",tt0246134,movie,N/A,"$54,606",N/A,N/A,True
Julie & Julia,2009,PG-13,07 Aug 2009,123 min,"Biography, Drama, Romance",Nora Ephron,"Nora Ephron, Julie Powell, Julia Child","Amy Adams, Meryl Streep, Chris Messina","Julie Powell, a young blogger, is determined to emulate Julia Child's cooking techniques. Though separated by time, the two women share a common passion for food that intertwines their lives.","English, French",United States,Nominated for 1 Oscar. 26 wins & 48 nominations total,https://m.media-amazon.com/images/M/MV5BMzA4NjA2NjI2NV5BMl5BanBnXkFtZTcwOTEzNzI2Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,7.0,"131,965",tt1135503,movie,N/A,"$94,125,426",N/A,N/A,True
"Surfer, Dude",2008,R,05 Sep 2008,85 min,Comedy,S.R. Bindler,"S.R. Bindler, Mark Gustawes, George R. Mays","Matthew McConaughey, Woody Harrelson, Willie Nelson",A wave twisting tale of a soul searching surfer experiencing an existential crisis.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTQ1MzU1OTQ4NV5BMl5BanBnXkFtZTcwODY1NzM5MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}, {'Source': 'Metacritic', 'Value': '16/100'}]",16,4.6,"9,315",tt0976247,movie,N/A,"$52,132",N/A,N/A,True
