0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
G.I. Jane,1997,R,22 Aug 1997,125 min,"Action, Drama, War",Ridley Scott,"Danielle Alexandra, David Twohy","Demi Moore, Viggo Mortensen, Anne Bancroft","Lt. Jordan, a US Navy topographic analyst, joins the US Navy Special Warfare Group and struggles to prove her worth in a unit dominated by men. But a cynical woman Texan senator has sold her out.",English,"United States, United Kingdom",2 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMWY5OTllYzYtYjRmMS00ZmU5LTg0NmEtMzBjMDFmNDdhZGI1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.0,"89,104",tt0119173,movie,N/A,"$48,169,156",N/A,N/A,True
The Game,1997,R,12 Sep 1997,129 min,"Drama, Mystery, Thriller",David Fincher,"John Brancato, Michael Ferris","Michael Douglas, Deborah Kara Unger, Sean Penn","After a wealthy San Francisco banker is given an opportunity to participate in a mysterious game, his life is turned upside down as he begins to question if it might really be a concealed conspiracy to destroy him.","English, Cantonese, German, Spanish, Thai",United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BNGUzNzQwNmMtNzI3Mi00ZDIwLWJlM2ItMTA5N2Q2ZDMxMjJiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.7,"451,268",tt0119174,movie,N/A,"$48,323,648",N/A,N/A,True
Silent Hill,2006,R,21 Apr 2006,125 min,"Horror, Mystery",Christophe Gans,Roger Avary,"Radha Mitchell, Laurie Holden, Sean Bean","Rose Da Silva takes her adopted daughter, Sharon, to the town of Silent Hill in an attempt to cure her of her ailment. After a violent car crash, Sharon disappears and Rose begins a horrific journey to get her back.",English,"Canada, France, Japan",8 nominations total,https://m.media-amazon.com/images/M/MV5BYTczZmZlZmEtODU4ZS00YzgzLThiMDUtMGE0ZmJhYzdhZGY5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31,6.5,"252,525",tt0384537,movie,N/A,"$46,982,632",N/A,N/A,True
The Replacements,2000,PG-13,11 Aug 2000,118 min,"Comedy, Sport",Howard Deutch,Vince McKewin,"Keanu Reeves, Gene Hackman, Brooke Langton","During a pro football strike, the owners hire substitute players.","English, American Sign ",United States,N/A,https://m.media-amazon.com/images/M/MV5BMmE2ZWY5ZTUtMDAzOC00OWE3LWFlYmQtYmY2OGNiMTQyNjY1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30,6.6,"71,930",tt0191397,movie,N/A,"$44,737,059",N/A,N/A,True
American Reunion,2012,R,06 Apr 2012,113 min,Comedy,"Jon Hurwitz, Hayden Schlossberg","Jon Hurwitz, Hayden Schlossberg, Adam Herz","Jason Biggs, Alyson Hannigan, Seann William Scott","Jim, Michelle, Stifler, and their friends reunite in East Great Falls, Michigan for their high school reunion.",English,United States,1 win & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMTY4MTEyMzU1N15BMl5BanBnXkFtZTcwNDQ0NTc1Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.7,"228,823",tt1605630,movie,N/A,"$57,011,521",N/A,N/A,True
The Negotiator,1998,R,29 Jul 1998,140 min,"Action, Crime, Drama",F. Gary Gray,"James DeMonaco, Kevin Fox","Samuel L. Jackson, Kevin Spacey, David Morse",A police negotiator confronts a framed counterpart.,English,"United States, Germany",2 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BNTBjZDM3NzctOGE2YS00NDZiLTk4ZWMtY2IwOWI5ZTE4ZDc0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,7.3,"160,134",tt0120768,movie,N/A,"$44,547,681",N/A,N/A,True
Into the Storm,2014,PG-13,08 Aug 2014,89 min,"Action, Adventure, Drama",Steven Quale,John Swetnam,"Richard Armitage, Sarah Wayne Callies, Matt Walsh","Storm trackers, thrill-seekers, and everyday townspeople document an unprecedented onslaught of tornadoes touching down in the town of Silverton.",English,United States,2 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMjMwODI2ODc3Nl5BMl5BanBnXkFtZTgwMDQwNjkwMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,5.8,"73,148",tt2106361,movie,N/A,"$47,615,959",N/A,N/A,True
Beverly Hills Cop III,1994,R,25 May 1994,104 min,"Action, Comedy, Crime",John Landis,"Danilo Bach, Daniel Petrie Jr., Steven E. de Souza","Eddie Murphy, Jon Tenney, Joey Travolta","Axel Foley, while investigating a car theft ring, comes across something much bigger than that: the same men who killed his boss are running a counterfeit money ring out of a theme park in Los Angeles.","English, French",United States,3 nominations total,https://m.media-amazon.com/images/M/MV5BMGY2ZWQ2MDUtMzcyYS00ZDJmLThiNTUtOGM5MzM0NWMyNDY0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '16/100'}]",16,5.5,"97,552",tt0109254,movie,N/A,"$42,614,912",N/A,N/A,True
Gremlins 2: The New Batch,1990,PG-13,15 Jun 1990,106 min,"Comedy, Fantasy, Horror",Joe Dante,"Charles S. Haas, Chris Columbus","Zach Galligan, Phoebe Cates, Howie Mandel","The Gremlins are back, and this time, they've taken control of a New York City media mogul's high-tech skyscraper.",English,United States,6 nominations total,https://m.media-amazon.com/images/M/MV5BZWI2ZTI2ZjAtOWYyZS00ZmY2LWE4ZDYtNTdmNWMwZTFjNzZhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,6.4,"116,238",tt0099700,movie,N/A,"$41,482,207",N/A,N/A,True
The Judge,2014,R,10 Oct 2014,141 min,"Crime, Drama, Mystery",David Dobkin,"Nick Schenk, Bill Dubuque, David Dobkin","Robert Downey Jr., Robert Duvall, Vera Farmiga","Big-city lawyer Hank Palmer returns to his childhood home where his father, the town's judge, is suspected of murder. Hank sets out to discover the truth; along the way he reconnects with his estranged family.",English,United States,Nominated for 1 Oscar. 3 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BMTcyNzIxOTIwMV5BMl5BanBnXkFtZTgwMzE0NjQwMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,7.4,"211,552",tt1872194,movie,N/A,"$47,119,388",N/A,N/A,True
The Peacemaker,1997,R,26 Sep 1997,124 min,"Action, Drama, Thriller",Mimi Leder,"Leslie Cockburn, Andrew Cockburn, Michael Schiffer","George Clooney, Nicole Kidman, Marcel Iures",A US Army colonel and a civilian woman supervising him must track down stolen Russian nuclear weapons before they're used by terrorists.,"English, Russian, Serbian, Bosnian, Croatian, Polish",United States,2 nominations,https://m.media-amazon.com/images/M/MV5BZGJkYTc0ZDAtZWY0Ny00OTg0LWIyMmEtOTY2OTgyYmU3NzRmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.0,"64,073",tt0119874,movie,N/A,"$41,263,140",N/A,N/A,True
Resident Evil: Apocalypse,2004,R,10 Sep 2004,94 min,"Action, Horror, Sci-Fi",Alexander Witt,Paul W.S. Anderson,"Milla Jovovich, Sienna Guillory, Eric Mabius","Alice wakes up in the Raccoon City hospital after the area has been overrun by zombies, and must now make it out of the city before a nuclear bomb is dropped.",English,"Germany, United Kingdom, France, Canada, United States",6 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMTc1NTUxMzk0Nl5BMl5BanBnXkFtZTcwNDQ1MDIzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36,6.1,"214,952",tt0318627,movie,N/A,"$51,201,453",N/A,N/A,True
Bridget Jones: The Edge of Reason,2004,R,19 Nov 2004,108 min,"Comedy, Drama, Romance",Beeban Kidron,"Helen Fielding, Andrew Davies, Richard Curtis","Renée Zellweger, Colin Firth, Hugh Grant","After finding love, Bridget Jones questions if she really has everything she'd ever dreamed of having.","English, German, Thai","Ireland, United Kingdom, France, United States",11 nominations total,https://m.media-amazon.com/images/M/MV5BOTU1MTM1ZTUtMzcxNy00OTRiLTllNzItN2U3MGQ4YTQzYWE4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6.0,"128,808",tt0317198,movie,N/A,"$40,226,215",N/A,N/A,True
Out of Time,2003,PG-13,03 Oct 2003,105 min,"Crime, Drama, Mystery",Carl Franklin,Dave Collard,"Denzel Washington, Sanaa Lathan, Eva Mendes",A Florida police chief must solve a vicious double homicide before he himself falls under suspicion.,English,United States,5 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMjAxMTMzNTI5Ml5BMl5BanBnXkFtZTcwNDAwMTQ2NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.5,"67,297",tt0313443,movie,N/A,"$41,088,845",N/A,N/A,True
On Deadly Ground,1994,R,18 Feb 1994,101 min,"Action, Adventure, Thriller",Steven Seagal,"Ed Horowitz, Robin U. Russin","Steven Seagal, Michael Caine, Joan Chen",A blowout firefighter takes on an environmentally destructive oil corporation by causing many deaths and explosions in Alaska.,"English, Inuktitut",United States,1 win & 6 nominations total,https://m.media-amazon.com/images/M/MV5BNWM0MTM2YWItYzg2My00MTNhLWFlOGYtMjRiMDcyYmFmNThmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33,4.6,"26,175",tt0110725,movie,N/A,"$38,590,458",N/A,N/A,True
The Adventures of Sharkboy and Lavagirl 3-D,2005,PG,10 Jun 2005,93 min,"Action, Adventure, Comedy",Robert Rodriguez,"Robert Rodriguez, Marcel Rodriguez, Racer Rodriguez","Cayden Boyd, George Lopez, Kristin Davis",A young boy is recruited by his imaginary friends Sharkboy and Lavagirl to help save their planet.,English,United States,1 win & 12 nominations total,https://m.media-amazon.com/images/M/MV5BYmI2YWNjNGMtZDgxMi00NmNhLThlYmEtYWQ5ZTNiMmFmZjQ3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,3.8,"44,631",tt0424774,movie,N/A,"$39,177,684",N/A,N/A,True
The Beach,2000,R,11 Feb 2000,119 min,"Adventure, Drama, Romance",Danny Boyle,"John Hodge, Alex Garland","Leonardo DiCaprio, Tilda Swinton, Daniel York Loh","On vacation in Thailand, Richard sets out for an island rumored to be a solitary beach paradise.","English, Mandingo, French, Swedish, Thai, Serbian","United Kingdom, United States",7 nominations total,https://m.media-amazon.com/images/M/MV5BYTljNTg1YjktY2I3MS00MmQwLWJkYTAtYzcwZjRjM2ExNDJjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.6,"260,896",tt0163978,movie,N/A,"$39,785,027",N/A,N/A,True
Raising Helen,2004,PG-13,28 May 2004,119 min,"Comedy, Drama, Romance",Garry Marshall,"Patrick J. Clifton, Beth Rigazio, Jack Amiel","Kate Hudson, John Corbett, Joan Cusack","After her sister and brother-in-law die in a car accident, a young woman becomes the guardian of their three children.",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BMjA5NjEwMTQ0NV5BMl5BanBnXkFtZTYwOTM2MjY2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,6.0,"38,838",tt0350028,movie,N/A,"$37,486,512",N/A,N/A,True
Ninja Assassin,2009,R,25 Nov 2009,99 min,"Action, Thriller",James McTeigue,"Matthew Sand, J. Michael Straczynski","Rain, Rick Yune, Naomie Harris","A young ninja turns his back on the orphanage that raised him, leading to a confrontation with a fellow ninja from the clan.",English,"Germany, United States, France",N/A,https://m.media-amazon.com/images/M/MV5BMTcxNDYzMjU1Ml5BMl5BanBnXkFtZTcwMTYzOTM3Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,6.3,"77,643",tt1186367,movie,N/A,"$38,122,883",N/A,N/A,True
For Love of the Game,1999,PG-13,17 Sep 1999,137 min,"Drama, Romance, Sport",Sam Raimi,"Michael Shaara, Dana Stevens","Kevin Costner, Kelly Preston, John C. Reilly","After 19 years of playing the game he's loved his whole life, Detroit Tigers pitcher Billy Chapel has to decide if he's going to risk everything and put everything out there.",English,United States,7 nominations,https://m.media-amazon.com/images/M/MV5BNjA5ZDZkMTctYmVhOC00ZDQzLWE3MTctNWIyZmRhOGZhMDM4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.6,"38,246",tt0126916,movie,N/A,"$35,188,640",N/A,N/A,True
A Touch of Frost,1992–2010,TV-MA,03 Apr 2010,105 min,"Crime, Drama, Mystery",N/A,N/A,"David Jason, Bruce Alexander, John Lyons","DI Jack Frost is an unconventional policeman with sympathy for the underdog and an instinct for moral justice. Sloppy, disorganized, and disrespectful, he attracts trouble like a magnet.",English,United Kingdom,Won 2 BAFTA 12 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BZGFkZDg3YjQtMjBjZi00YjFkLThjNmMtYTQ1MTdhNWJmNDQxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,"9,196",tt0108967,series,15,True,,,
Striptease,1996,R,28 Jun 1996,115 min,"Comedy, Crime, Drama",Andrew Bergman,"Carl Hiaasen, Andrew Bergman","Demi Moore, Burt Reynolds, Armand Assante",A stripper and single mother gets dragged into a dangerous situation after a congressman takes a fancy to her.,English,United States,8 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BZjA4N2FjZDktYzFkMi00YzMzLWIyNTctNzY5OTA3ZTQ0OTVlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,4.6,"48,902",tt0117765,movie,N/A,"$33,109,743",N/A,N/A,True
Marmaduke,2010,PG,04 Jun 2010,87 min,"Comedy, Family",Tom Dey,"Tim Rasmussen, Vince Di Meglio, Brad Anderson","Owen Wilson, Judy Greer, Lee Pace","A suburban family moves to a new neighborhood with their large, yet lovable Great Dane, who has a tendency to wreak havoc in his own oblivious way.",English,United States,3 nominations total,https://m.media-amazon.com/images/M/MV5BMjQxMWZlZDctZDUwYi00ODFkLWIwMTItNmE1NDFmNDk3NjdkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30,4.3,"18,167",tt1392197,movie,N/A,"$33,644,788",N/A,N/A,True
Hereafter,2010,PG-13,22 Oct 2010,129 min,"Drama, Fantasy, Romance",Clint Eastwood,Peter Morgan,"Matt Damon, Cécile de France, Bryce Dallas Howard","An American factory worker, a French journalist and a London school boy set out on a spiritual journey after death touches their lives in different ways.","English, French, German",United States,Nominated for 1 Oscar. 4 wins & 15 nominations total,https://m.media-amazon.com/images/M/MV5BMjE2MzU3Nzk4M15BMl5BanBnXkFtZTcwODcxNTI5Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.5,"97,118",tt1212419,movie,N/A,"$32,746,941",N/A,N/A,True
Murder by Numbers,2002,R,19 Apr 2002,115 min,"Crime, Mystery, Thriller",Barbet Schroeder,Tony Gayton,"Sandra Bullock, Ben Chaplin, Ryan Gosling",Two gifted high school students execute a perfect murder - then become engaged in an intellectual contest with a seasoned homicide detective.,English,United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BZjc4MjlkNWUtY2VjZC00N2IzLWIzZDMtZTQ3YjkyMzRmZGJmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.2,"64,491",tt0264935,movie,N/A,"$31,945,749",N/A,N/A,True
