0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Only Lovers Left Alive,2013,R,25 Dec 2013,123 min,"Comedy, Drama, Fantasy",Jim Jarmusch,"Jim Jarmusch, Marion Bessay","Tilda Swinton, Tom Hiddleston, Mia Wasikowska","A depressed musician reunites with his lover. However, their romance, which has already endured several centuries, is disrupted by the arrival of her uncontrollable younger sister.","English, French, Arabic, Turkish","United Kingdom, Germany, Greece, France",8 wins & 44 nominations total,https://m.media-amazon.com/images/M/MV5BMTY0NTQ1NjA0OV5BMl5BanBnXkFtZTgwMDg5NjkzMTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,7.2,"111,846",tt1714915,movie,N/A,"$1,879,534",N/A,N/A,True
The Number 23,2007,R,23 Feb 2007,98 min,"Crime, Mystery, Thriller",Joel Schumacher,Fernley Phillips,"Jim Carrey, Virginia Madsen, Logan Lerman","Walter Sparrow becomes obsessed with a novel that he believes was written about him, as more and more similarities between himself and his literary alter ego seem to arise.","English, Mandarin",United States,5 nominations total,https://m.media-amazon.com/images/M/MV5BYWYwNmZlZWEtZmVmYy00NTU2LTk5MjUtY2I3ZmY4OGQ0OGVkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}]",N/A,6.4,"217,098",tt0481369,movie,N/A,"$35,193,167",N/A,N/A,True
The Young and Prodigious T.S. Spivet,2013,PG,31 Jul 2015,105 min,"Adventure, Comedy, Drama",Jean-Pierre Jeunet,"Jean-Pierre Jeunet, Guillaume Laurant, Reif Larsen","Helena Bonham Carter, Judy Davis, Callum Keith Rennie","A 10-year-old scientist secretly leaves his family's ranch in Montana where he lives with his cowboy father and scientist mother, and travels across the country aboard a freight train to receive an award at the Smithsonian Institu...",English,"France, Australia, Canada",5 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BMTk3MDU1MTc5Ml5BMl5BanBnXkFtZTgwNzk2NDY2NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,7.0,"20,334",tt1981107,movie,N/A,"$173,564",N/A,N/A,True
1941,1979,PG,14 Dec 1979,118 min,"Action, Comedy, War",Steven Spielberg,"Robert Zemeckis, Bob Gale, John Milius","John Belushi, Dan Aykroyd, Treat Williams",Hysterical Californians prepare for a Japanese invasion in the days after Pearl Harbor.,"English, Japanese, German, Spanish",United States,Nominated for 3 Oscars. 6 nominations total,https://m.media-amazon.com/images/M/MV5BMzMzOTg0YTAtZTAxYy00MGFjLThmNDktZWQ4MjU2ZGYyYzBhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,5.8,"36,934",tt0078723,movie,N/A,"$31,755,742",N/A,N/A,True
A History of Violence,2005,R,30 Sep 2005,96 min,"Action, Crime, Drama",David Cronenberg,"John Wagner, Vince Locke, Josh Olson","Viggo Mortensen, Maria Bello, Ed Harris","A mild-mannered man becomes a local hero through an act of violence, which sets off repercussions that will shake his family to its very core.",English,"United States, Canada, United Kingdom, Germany",Nominated for 2 Oscars. 37 wins & 84 nominations total,https://m.media-amazon.com/images/M/MV5BMTczMzIzMTQ1OV5BMl5BanBnXkFtZTYwMDQwNjk2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,7.4,"263,688",tt0399146,movie,N/A,"$31,504,633",N/A,N/A,True
Transporter 2,2005,R,02 Sep 2005,87 min,"Action, Thriller",Louis Leterrier,"Luc Besson, Robert Mark Kamen","Jason Statham, Amber Valletta, Kate Nauta","Transporter Frank Martin, surfaces in Miami, Florida and is implicated in the kidnapping of the young son of a powerful USA official.","English, French, Italian","France, Germany, United States",N/A,https://m.media-amazon.com/images/M/MV5BMTQ5MDM0MTI2N15BMl5BanBnXkFtZTcwNTM5NDczMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.3,"220,757",tt0388482,movie,N/A,"$43,095,856",N/A,N/A,True
The Quick and the Dead,1995,R,10 Feb 1995,108 min,"Action, Drama, Romance",Sam Raimi,Simon Moore,"Sharon Stone, Gene Hackman, Russell Crowe","A female gunfighter returns to a frontier town where a dueling tournament is being held, which she enters in an effort to avenge her father's death.","English, Spanish","United States, Japan",1 nomination total,https://m.media-amazon.com/images/M/MV5BZGRlZTJmNTEtMzE3Yi00YTAwLWIyMjgtODU4NTExNjFmOTQwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.5,"108,180",tt0114214,movie,N/A,"$18,636,537",N/A,N/A,True
Laws of Attraction,2004,PG-13,30 Apr 2004,90 min,"Comedy, Romance",Peter Howitt,"Aline Brosh McKenna, Robert Harling","Pierce Brosnan, Julianne Moore, Parker Posey","Amidst a sea of litigation, two New York City divorce lawyers find love.",English,"Ireland, United Kingdom, Germany, United States",2 nominations total,https://m.media-amazon.com/images/M/MV5BNmQ4MjFiYjktOTYzNy00MTdhLTkzNTktNDFkMThmMTdkMzEzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,5.9,"25,251",tt0323033,movie,N/A,"$17,871,255",N/A,N/A,True
Bringing Out the Dead,1999,R,22 Oct 1999,121 min,"Drama, Thriller",Martin Scorsese,"Joe Connelly, Paul Schrader","Nicolas Cage, Patricia Arquette, John Goodman","Haunted by the patients he failed to save, a monumentally burned-out Manhattan ambulance paramedic fights to maintain his sanity over three increasingly turbulent nights.",English,United States,2 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BNGVjYjU5YzItYTVmMS00ZTUwLTkzMDgtYzI5MGI2MmFkZmQ0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,6.9,"78,459",tt0163988,movie,N/A,"$16,797,191",N/A,N/A,True
Repo Men,2010,R,19 Mar 2010,111 min,"Action, Sci-Fi, Thriller",Miguel Sapochnik,"Eric Garcia, Garrett Lerner","Jude Law, Forest Whitaker, Alice Braga","Set in the near future when artificial organs can be bought on credit, it revolves around a man who struggles to make the payments on a heart he has purchased. He must therefore go on the run before said ticker is repossessed.","English, Spanish","United States, Canada",2 nominations total,https://m.media-amazon.com/images/M/MV5BMjA4MTUxODM0MV5BMl5BanBnXkFtZTcwMDg3MTgwMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",32,6.3,"111,919",tt1053424,movie,N/A,"$13,794,835",N/A,N/A,True
Dragon Wars: D-War,2007,PG-13,14 Sep 2007,107 min,"Action, Drama, Fantasy",Hyung-rae Shim,Hyung-rae Shim,"Jason Behr, Amanda Brooks, Robert Forster","Once in 500 years, ancient mythical creatures come to Earth, wreaking havoc and destruction. This time they must be stopped.","English, Korean",South Korea,2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTc2OTk1MzUzMl5BMl5BanBnXkFtZTcwNjE0ODI1MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33,3.5,"25,560",tt0372873,movie,N/A,"$10,977,721",N/A,N/A,True
Bill & Ted's Bogus Journey,1991,PG,19 Jul 1991,93 min,"Adventure, Comedy, Fantasy",Peter Hewitt,"Chris Matheson, Ed Solomon","Keanu Reeves, Alex Winter, William Sadler",A tyrant from the future creates evil android doubles of Bill and Ted and sends them back to eliminate the originals.,"English, Italian, Russian","United States, United Kingdom",1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BOWQyNDNmZDYtZmMxYy00NWE1LTk2MzUtMzc1M2YyOTQ4ZjRmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.3,"82,404",tt0101452,movie,N/A,"$38,037,513",N/A,N/A,True
The Incredible Burt Wonderstone,2013,PG-13,15 Mar 2013,100 min,Comedy,Don Scardino,"Jonathan Goldstein, John Francis Daley, Chad Kultgen","Steve Carell, Luke Vanek, Steve Buscemi","A veteran Vegas magician tries to revive his career after his longtime partner quits, he gets fired from his casino act, and an edgy new ""street magician"" steals his thunder.","English, Spanish",United States,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTk3MDkxMDAyN15BMl5BanBnXkFtZTcwODY5NzQyOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,5.9,"76,496",tt0790628,movie,N/A,"$22,537,881",N/A,N/A,True
Cats Don't Dance,1997,G,26 Mar 1997,75 min,"Animation, Comedy, Family",Mark Dindal,"Rick Calabash, Robert Lence, Mark Dindal","Scott Bakula, Jasmine Guy, Natalie Cole","Danny, an ambitious singing and dancing cat, goes to Hollywood and overcomes several obstacles to fulfill his dream of becoming a movie star.",English,United States,3 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BMjc0ZGRlZjgtZmJhNi00NzhkLWI0MmItNWNjZmI3YzkzNzkwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.9,"8,836",tt0118829,movie,N/A,"$3,566,637",N/A,N/A,True
Cradle Will Rock,1999,R,21 Jan 2000,132 min,Drama,Tim Robbins,Tim Robbins,"Hank Azaria, Rubén Blades, Joan Cusack","A true story of politics and art in the 1930s U.S., focusing on a leftist musical drama and attempts to stop its production.","English, Italian",United States,5 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BODFkOTNmMjItZGE0NS00Y2UzLWExOTYtNGI1Y2FjNzhjNGRkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.8,"9,622",tt0150216,movie,N/A,"$2,903,404",N/A,N/A,True
The Good German,2006,R,19 Jan 2007,105 min,"Drama, Mystery, Romance",Steven Soderbergh,"Paul Attanasio, Joseph Kanon","George Clooney, Cate Blanchett, Tobey Maguire","While in post-war Berlin to cover the Potsdam Conference, an American military journalist is drawn into a murder investigation that involves his former mistress and his driver.","English, German, Russian",United States,Nominated for 1 Oscar. 3 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BMTk3ODEzNDMxN15BMl5BanBnXkFtZTcwMzExODkzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.0,"26,248",tt0452624,movie,N/A,"$1,308,696",N/A,N/A,True
George and the Dragon,2004,PG,22 Oct 2004,93 min,"Action, Adventure, Comedy",Tom Reeve,"Tom Reeve, Michael Burks","James Purefoy, Piper Perabo, Patrick Swayze",A knight returning from the Crusades takes on a dragon and becomes a legend.,English,"United Kingdom, Germany, Luxembourg, United States",1 win,https://m.media-amazon.com/images/M/MV5BMTQyNzA2ODc5OF5BMl5BanBnXkFtZTcwMzk4NTU0MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,"4,443",tt0306892,movie,N/A,N/A,N/A,N/A,True
Apocalypse Now,1979,R,15 Aug 1979,147 min,"Drama, Mystery, War",Francis Ford Coppola,"John Milius, Francis Ford Coppola, Michael Herr","Martin Sheen, Marlon Brando, Robert Duvall",A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,"English, French, Vietnamese",United States,Won 2 Oscars. 21 wins & 33 nominations total,https://m.media-amazon.com/images/M/MV5BZDhiMTljYjYtODc1Yy00MmEwLTg2OTYtYmE1YTRmNDE4MmEwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '94/100'}]",94,8.4,"737,150",tt0078788,movie,N/A,"$96,042,913",N/A,N/A,True
Going the Distance,2010,R,03 Sep 2010,102 min,"Comedy, Romance",Nanette Burstein,Geoff LaTulippe,"Drew Barrymore, Justin Long, Ron Livingston",A romantic comedy centered on a guy and a gal who try to keep their love alive as they shuttle back and forth between New York and San Francisco to see one another.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjQ1ODUyMjk5N15BMl5BanBnXkFtZTcwMjAxOTE2Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.3,"60,312",tt1322312,movie,N/A,"$17,804,299",N/A,N/A,True
Criminal Minds,2005–,TV-14,22 Sep 2005,42 min,"Crime, Drama, Mystery",N/A,Jeff Davis,"Kirsten Vangsness, Matthew Gray Gubler, A.J. Cook",A group of criminal profilers who work for the FBI as members of its Behavioral Analysis Unit (BAU) using behavioral analysis and profiling to help investigate crimes and find the suspect known as the unsub.,English,United States,Nominated for 3 Primetime Emmys. 24 wins & 35 nominations total,https://m.media-amazon.com/images/M/MV5BNjJhMWNjNGYtMmQ2Ny00NTdlLTlkOTAtNDc2NjA4MmQyOWFhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,"229,466",tt0452046,series,18,True,,,
Out of Africa,1985,PG,20 Dec 1985,161 min,"Biography, Drama, Romance",Sydney Pollack,"Karen Blixen, Judith Thurman, Errol Trzebinski","Meryl Streep, Robert Redford, Klaus Maria Brandauer","In 20th-century colonial Kenya, a Danish baroness/plantation owner has a passionate love affair with a free-spirited big-game hunter.","English, Swahili, Arabic",United States,Won 7 Oscars. 30 wins & 31 nominations total,https://m.media-amazon.com/images/M/MV5BOWQ5MGI3NWYtMmVjNS00OWIzLWEzMGQtMGZhMzY3NjI2YjhiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.1,"89,529",tt0089755,movie,N/A,"$87,071,205",N/A,N/A,True
Flight,2012,R,02 Nov 2012,138 min,"Drama, Thriller",Robert Zemeckis,John Gatins,"Denzel Washington, Kelly Reilly, Don Cheadle",Troubling questions arise after airline pilot Whip Whitaker makes a miracle landing after a mid-air catastrophe.,English,"United States, United Arab Emirates",Nominated for 2 Oscars. 15 wins & 45 nominations total,https://m.media-amazon.com/images/M/MV5BMTUxMjI1OTMxNl5BMl5BanBnXkFtZTcwNjc3NTY1OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.3,"386,773",tt1907668,movie,N/A,"$93,772,375",N/A,N/A,True
Moonraker,1979,PG,29 Jun 1979,126 min,"Action, Adventure, Sci-Fi",Lewis Gilbert,"Christopher Wood, Ian Fleming, Gerry Anderson","Roger Moore, Lois Chiles, Michael Lonsdale","James Bond investigates the mid-air theft of a space shuttle, and discovers a plot to commit global genocide.","English, Italian, Portuguese","United Kingdom, France, United States",Nominated for 1 Oscar. 1 win & 7 nominations total,https://m.media-amazon.com/images/M/MV5BZDM0YTZkNDQtYTU1ZC00MzUyLTlkMTYtYmM2ZjVlM2EyMjBhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.3,"112,652",tt0079574,movie,N/A,"$70,308,099",N/A,N/A,True
The Grand Budapest Hotel,2014,R,28 Mar 2014,99 min,"Comedy, Drama",Wes Anderson,"Stefan Zweig, Wes Anderson, Hugo Guinness","Ralph Fiennes, F. Murray Abraham, Mathieu Amalric","A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.","English, French, German","United States, Germany",Won 4 Oscars. 135 wins & 227 nominations total,https://m.media-amazon.com/images/M/MV5BMzM5NjUxOTEyMl5BMl5BanBnXkFtZTgwNjEyMDM0MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",88,8.1,"925,564",tt2278388,movie,N/A,"$59,301,324",N/A,N/A,True
Hearts in Atlantis,2001,PG-13,28 Sep 2001,101 min,"Drama, Mystery",Scott Hicks,"Stephen King, William Goldman","Anthony Hopkins, Anton Yelchin, Hope Davis",A young boy's life changes for the better when a mysterious man with psychic powers moves into the family home that he shares with his widowed mother.,English,United States,2 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BN2UwMzFjNGYtMWUzNS00ZmVmLTlhOWMtZWVlODJlMjg1NDE4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.9,"41,796",tt0252501,movie,N/A,"$24,185,781",N/A,N/A,True
Arachnophobia,1990,PG-13,18 Jul 1990,109 min,"Comedy, Horror, Thriller",Frank Marshall,"Don Jakoby, Al Williams, Wesley Strick","Jeff Daniels, Julian Sands, John Goodman","A new species of South American killer spider hitches a lift to a California town in a coffin and starts to breed, leaving a trail of deaths that puzzle and terrify young Dr. Ross Jennings, who is newly arrived in town with his fa...","English, Spanish","United States, Venezuela",2 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BMjExNTcyMjI2Ml5BMl5BanBnXkFtZTgwMDgwNTg4NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,6.5,"77,901",tt0099052,movie,N/A,"$53,208,180",N/A,N/A,True
Frequency,2000,PG-13,28 Apr 2000,118 min,"Crime, Drama, Mystery",Gregory Hoblit,Toby Emmerich,"Dennis Quaid, Jim Caviezel, Shawn Doyle","An accidental cross-time radio link connects father and son across 30 years. The son tries to save his father's life, but then must fix the consequences.",English,United States,2 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BNzJmODljY2UtMWFkMy00YzQ5LThiZjUtNDI3NjM5NjU0ZTRjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.4,"119,286",tt0186151,movie,N/A,"$45,010,278",N/A,N/A,True
Ghostbusters,1984,PG,08 Jun 1984,105 min,"Action, Comedy, Fantasy",Ivan Reitman,"Dan Aykroyd, Harold Ramis","Bill Murray, Dan Aykroyd, Sigourney Weaver","Three parapsychologists forced out of their university funding set up shop as a unique ghost removal service in New York City, attracting frightened yet skeptical customers.",English,United States,Nominated for 2 Oscars. 9 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BMGI0Yjg2ODAtNDYzNi00Njc2LTlkMmMtMmRmYWI5MDE4ZGRkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,7.8,"470,088",tt0087332,movie,N/A,"$243,640,120",N/A,N/A,True
National Lampoon's Christmas Vacation,1989,PG-13,01 Dec 1989,97 min,Comedy,Jeremiah S. Chechik,John Hughes,"Chevy Chase, Beverly D'Angelo, Juliette Lewis",The Griswold family's plans for a big family Christmas predictably turn into a big disaster.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZDgxYzI2YWItNmUyNS00ZWE4LWEzZDctYTk1M2VkYjhkOWVmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,7.5,"234,842",tt0097958,movie,N/A,"$74,515,899",N/A,N/A,True
Get Shorty,1995,R,20 Oct 1995,105 min,"Comedy, Crime, Thriller",Barry Sonnenfeld,"Elmore Leonard, Scott Frank","Gene Hackman, Rene Russo, Danny DeVito",A mobster travels from Florida to Hollywood to collect a debt and discovers that the movie business is just as sleazy as the Miami underworld.,English,United States,6 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BMjAwODYzNDY4Ml5BMl5BanBnXkFtZTcwODkwNTgzNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,6.9,"93,470",tt0113161,movie,N/A,"$72,101,622",N/A,N/A,True
Chicago,2002,PG-13,24 Jan 2003,113 min,"Comedy, Crime, Musical",Rob Marshall,"Bill Condon, Bob Fosse, Fred Ebb","Renée Zellweger, Catherine Zeta-Jones, Richard Gere","Two death-row murderesses develop a fierce rivalry while competing for publicity, celebrity, and a sleazy lawyer's attention.","English, Hungarian","United States, Germany",Won 6 Oscars. 59 wins & 129 nominations total,https://m.media-amazon.com/images/M/MV5BNmJmZDEyNTctOTM1MS00NWEwLWFkMjctMjhhODEzMjU1MjA0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.2,"247,886",tt0299658,movie,N/A,"$170,687,518",N/A,N/A,True
Big Daddy,1999,PG-13,25 Jun 1999,93 min,"Comedy, Drama",Dennis Dugan,"Steve Franks, Tim Herlihy, Adam Sandler","Adam Sandler, Joey Lauren Adams, Jon Stewart","A lazy law school graduate adopts a kid to impress his girlfriend, but everything doesn't go as planned.","English, Italian",United States,8 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BZGQwMzAyMjEtYjNiNi00NWQwLThiNjQtY2Q2ZWQ5ZGIzMDI4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.4,"240,385",tt0142342,movie,N/A,"$163,479,795",N/A,N/A,True
American Pie 2,2001,R,10 Aug 2001,108 min,Comedy,J.B. Rogers,"Adam Herz, David H. Steinberg","Jason Biggs, Seann William Scott, Shannon Elizabeth","Jim and his friends are now in college, and they decide to meet up at the beach house for some fun.",English,United States,8 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BM2I4MDEwOTctNGE0Yi00NTJlLThiZGEtNzU1YjExNmRlYzI2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.4,"278,146",tt0252866,movie,N/A,"$145,103,595",N/A,N/A,True
Toy Story,1995,G,22 Nov 1995,81 min,"Animation, Adventure, Comedy",John Lasseter,"John Lasseter, Pete Docter, Andrew Stanton","Tom Hanks, Tim Allen, Don Rickles",A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,English,United States,Nominated for 3 Oscars. 29 wins & 24 nominations total,https://m.media-amazon.com/images/M/MV5BZTA3OWVjOWItNjE1NS00NzZiLWE1MjgtZDZhMWI1ZTlkNzYwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '96/100'}]",96,8.3,"1,122,310",tt0114709,movie,N/A,"$223,225,679",N/A,N/A,True
Speed,1994,R,10 Jun 1994,116 min,"Action, Adventure, Thriller",Jan de Bont,Graham Yost,"Keanu Reeves, Dennis Hopper, Sandra Bullock",A young Los Angeles Police Department (LAPD) Special Weapons And Tactics (SWAT) officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.,English,United States,Won 2 Oscars. 20 wins & 20 nominations total,https://m.media-amazon.com/images/M/MV5BMDc2ODI5YWQtMmM2ZS00MTdmLWEyNWEtNmRmOGE5NGZlYWMzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,7.3,"408,452",tt0111257,movie,N/A,"$121,248,145",N/A,N/A,True
The Vow,2012,PG-13,10 Feb 2012,104 min,"Drama, Romance",Michael Sucsy,"Abby Kohn, Marc Silverstein, Jason Katims","Rachel McAdams, Channing Tatum, Sam Neill","A car accident puts Paige in a coma, and when she wakes up with severe memory loss, her husband Leo works to win her heart again.",English,"United States, Australia, France, Canada, Germany, Brazil, United Kingdom, China",3 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BMjE1OTU5MjU0N15BMl5BanBnXkFtZTcwMzI3OTU5Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.8,"209,734",tt1606389,movie,N/A,"$125,014,030",N/A,N/A,True
